"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"3900","9/9/2014","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","5105_ANHU","Non-Selasphorus",2014-09-09
"3901","5/30/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","851_ANHU","Non-Selasphorus",1995-05-30
"3902","4/21/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1396_ANHU","Selasphorus",1998-04-21
"3903","3/25/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","227_ANHU","Non-Selasphorus",1992-03-25
"3904","4/11/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5262_ANHU","Selasphorus",2015-04-11
"3905","7/19/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6019_ALHU","Selasphorus",2013-07-19
"3906","5/25/1991","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","103_ANHU","Non-Selasphorus",1991-05-25
"3907","12/4/2013","Released","malibu","No","Selasphorus","Male","adult-like",0,"Winter","found on the ground","Selasphorus spp.","5925_ALHU","Selasphorus",2013-12-04
"3908","2/24/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4616_ANHU","Selasphorus",2013-02-24
"3909","11/3/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","6569_ANHU","Non-Selasphorus",2015-11-03
"3910","2/14/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3618_ANHU","Non-Selasphorus",2009-02-14
"3911","5/12/2000","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1823_ANHU","Non-Selasphorus",2000-05-12
"3912","6/23/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6770_ANHU","Non-Selasphorus",2016-06-23
"3913","3/6/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4631_ANHU","Selasphorus",2013-03-06
"3914","5/6/2003","Died","Lindsey","No","Non-selasphorus","unknown","adult-like",18,"Spring","unknown","Non-selasphorus spp.","2480_COHU","Selasphorus",2003-05-06
"3915","1/17/2008","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3403_ANHU","Non-Selasphorus",2008-01-17
"3916","5/16/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6610_ALHU","Selasphorus",2015-05-16
"3917","1/11/2009","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3600_ANHU","Selasphorus",2009-01-11
"3918","5/17/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6733_ALHU","Selasphorus",2016-05-17
"3919","3/29/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4664_ANHU","Selasphorus",2013-03-29
"3920","2/23/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","1342_ANHU","Non-Selasphorus",1998-02-23
"3921","6/10/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","5843_ALHU","Selasphorus",2013-06-10
"3922","7/5/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","694_ANHU","Non-Selasphorus",1994-07-05
"3923","2/24/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3626_ANHU","Non-Selasphorus",2009-02-24
"3924","5/9/2008","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3494_ANHU","Non-Selasphorus",2008-05-09
"3925","4/8/1994","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","603_ANHU","Selasphorus",1994-04-08
"3926","2/8/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found inside","Non-selasphorus spp.","3615_ANHU","Non-Selasphorus",2009-02-08
"3927","6/25/2011","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4260_ANHU","Non-Selasphorus",2011-06-25
"3928","9/29/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","found inside","Selasphorus spp.","6805_ALHU","Selasphorus",2016-09-29
"3929","4/7/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3681_ANHU","Non-Selasphorus",2009-04-07
"3930","4/23/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4701_ANHU","Non-Selasphorus",2013-04-23
"3931","8/21/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","3811_ANHU","Non-Selasphorus",2009-08-21
"3932","6/11/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","671_ANHU","Non-Selasphorus",1994-06-11
"3933","1/31/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","4093_ANHU","Non-Selasphorus",2011-01-31
"3934","3/25/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2188_ANHU","Non-Selasphorus",2002-03-25
"3935","8/29/2012","Released","Lindsey","Yes","ANHU","Male","adult-like",2,"Summer","found inside","Non-selasphorus spp.","4558_ANHU","Non-Selasphorus",2012-08-29
"3936","5/27/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","652_ANHU","Non-Selasphorus",1994-05-27
"3937","2/7/1996","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","946_ANHU","Selasphorus",1996-02-07
"3938","4/15/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5268_RUHU","Selasphorus",2015-04-15
"3939","1/30/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3195_ANHU","Non-Selasphorus",2007-01-30
"3940","3/14/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4900_ANHU","Non-Selasphorus",2014-03-14
"3941","2/27/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3209_ANHU","Non-Selasphorus",2007-02-27
"3942","8/7/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3805_ANHU","Non-Selasphorus",2009-08-07
"3943","5/17/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2246_ANHU","Selasphorus",2002-05-17
"3944","7/9/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","145_ANHU","Selasphorus",1991-07-09
"3945","3/17/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4909_ANHU","Non-Selasphorus",2014-03-17
"3946","3/14/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","4639_ANHU","Selasphorus",2013-03-14
"3947","1/2/1992","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","192_ANHU","Selasphorus",1992-01-02
"3948","6/19/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4501_ANHU","Selasphorus",2012-06-19
"3949","3/24/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","793_ANHU","Selasphorus",1995-03-24
"3950","5/10/2014","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6220_ALHU","Selasphorus",2014-05-10
"3951","6/14/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","3522_ANHU","Selasphorus",2008-06-14
"3952","11/8/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2980_ANHU","Non-Selasphorus",2005-11-08
"3953","3/16/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3430_ANHU","Selasphorus",2008-03-16
"3954","7/11/2002","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2311_ANHU","Selasphorus",2002-07-11
"3955","8/1/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","160_ANHU","Non-Selasphorus",1991-08-01
"3956","5/3/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5305_RUHU","Selasphorus",2015-05-03
"3957","7/25/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4033_ANHU","Non-Selasphorus",2010-07-25
"3958","5/28/2014","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","5016_ANHU","Selasphorus",2014-05-28
"3959","5/6/2011","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4198_ANHU","Selasphorus",2011-05-06
"3960","9/21/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1503_ANHU","Non-Selasphorus",1998-09-21
"3961","6/15/2009","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","3759_ALHU","Selasphorus",2009-06-15
"3962","3/31/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4927_ANHU","Non-Selasphorus",2014-03-31
"3963","7/7/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2308_ANHU","Non-Selasphorus",2002-07-07
"3964","3/16/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4646_ANHU","Non-Selasphorus",2013-03-16
"3965","3/18/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","34_ANHU","Non-Selasphorus",1991-03-18
"3966","2/21/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2160_ANHU","Selasphorus",2002-02-21
"3967","4/13/2015","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","5266_RUHU","Selasphorus",2015-04-13
"3968","9/28/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","6929_ANHU","Non-Selasphorus",2016-09-28
"3969","7/12/2001","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","2095_ALHU","Selasphorus",2001-07-12
"3970","4/17/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5278_ALHU","Selasphorus",2015-04-17
"3971","3/31/2015","Released","malibu","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","6530_ANHU","Selasphorus",2015-03-31
"3972","5/24/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found inside","Non-selasphorus spp.","5334_ANHU","Non-Selasphorus",2015-05-24
"3973","7/19/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Summer","window hit","Non-selasphorus spp.","151_ANHU","Non-Selasphorus",1991-07-19
"3974","2/26/2001","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1966_ANHU","Selasphorus",2001-02-26
