"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"2262","6/18/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3528_ANHU","Selasphorus",2008-06-18
"2263","4/19/2001","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","2020_ALHU","Selasphorus",2001-04-19
"2264","4/2/2009","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","unknown","Selasphorus spp.","3674_RUHU","Selasphorus",2009-04-02
"2265","10/31/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2128_ANHU","Non-Selasphorus",2001-10-31
"2266","10/21/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","2341_ANHU","Non-Selasphorus",2002-10-21
"2267","3/29/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1197_ANHU","Non-Selasphorus",1997-03-29
"2268","1/13/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3602_ANHU","Non-Selasphorus",2009-01-13
"2269","5/20/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3094_ANHU","Selasphorus",2006-05-20
"2270","9/5/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","4563_ANHU","Non-Selasphorus",2012-09-05
"2271","6/16/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5649_ANHU","Non-Selasphorus",2016-06-16
"2272","2/26/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3872_ANHU","Non-Selasphorus",2010-02-26
"2273","2/21/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Winter","nest-related","Selasphorus spp.","6359_ALHU","Selasphorus",2015-02-21
"2274","4/5/2005","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","2844_ALHU","Selasphorus",2005-04-05
"2275","2/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5178_ANHU","Non-Selasphorus",2015-02-15
"2276","1/4/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4855_ANHU","Non-Selasphorus",2014-01-04
"2277","6/14/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2719_ANHU","Selasphorus",2004-06-14
"2278","11/14/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2983_ANHU","Non-Selasphorus",2005-11-14
"2279","7/19/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","4279_ANHU","Non-Selasphorus",2011-07-19
"2280","6/11/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","314_ANHU","Selasphorus",1992-06-11
"2281","6/18/2016","Died","Santa Barbara","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6884_RUHU","Selasphorus",2016-06-18
"2282","6/27/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6592_ANHU","Non-Selasphorus",2015-06-27
"2283","4/3/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","1782_ANHU","Non-Selasphorus",2000-04-03
"2284","4/14/2003","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2451_ANHU","Selasphorus",2003-04-14
"2285","6/20/2000","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1861_BCHU","Selasphorus",2000-06-20
"2286","5/18/2012","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","4473_ANHU","Selasphorus",2012-05-18
"2287","5/23/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1833_ANHU","Non-Selasphorus",2000-05-23
"2288","4/13/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","814_ANHU","Non-Selasphorus",1995-04-13
"2289","6/6/2015","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","5363_ALHU","Selasphorus",2015-06-06
"2290","3/26/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",5,"Spring","found on the ground","Non-selasphorus spp.","4404_ANHU","Non-Selasphorus",2012-03-26
"2291","6/30/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",13,"Summer","unknown","Non-selasphorus spp.","512_ANHU","Non-Selasphorus",1993-06-30
"2292","2/11/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1956_ANHU","Non-Selasphorus",2001-02-11
"2293","6/19/2014","Died","malibu","Yes","Selasphorus","unknown","Nestling",4,"Summer","unknown","Selasphorus spp.","6146_ALHU","Selasphorus",2014-06-19
"2294","4/14/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4694_ANHU","Non-Selasphorus",2013-04-14
"2295","6/18/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","6142_ALHU","Selasphorus",2014-06-18
"2296","7/3/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4016_ANHU","Selasphorus",2010-07-03
"2297","9/12/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","541_ANHU","Non-Selasphorus",1993-09-12
"2298","4/28/2016","Released","malibu","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","6594_ANHU","Selasphorus",2016-04-28
"2299","3/2/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","4371_ANHU","Selasphorus",2012-03-02
"2300","2/21/2007","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","3206_ANHU","Selasphorus",2007-02-21
"2301","12/4/2013","Died","malibu","No","ANHU","Female-like ","adult-like",1,"Winter","caught by domestic animal","Non-selasphorus spp.","5924_ANHU","Non-Selasphorus",2013-12-04
"2302","3/12/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3646_ANHU","Non-Selasphorus",2009-03-12
"2303","3/23/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","990_ANHU","Selasphorus",1996-03-23
"2304","2/20/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2159_ANHU","Non-Selasphorus",2002-02-20
"2305","3/22/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","5544_ANHU","Non-Selasphorus",2016-03-22
"2306","2/17/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1335_ANHU","Non-Selasphorus",1998-02-17
"2307","1/11/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","5471_ANHU","Non-Selasphorus",2016-01-11
"2308","2/26/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","unknown","Non-selasphorus spp.","213_ANHU","Selasphorus",1992-02-26
"2309","11/21/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","4830_ANHU","Non-Selasphorus",2013-11-21
"2310","7/11/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1100_ANHU","Non-Selasphorus",1996-07-11
"2311","3/30/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1774_ANHU","Non-Selasphorus",2000-03-30
"2312","8/19/2001","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","2115_ALHU","Selasphorus",2001-08-19
"2313","7/3/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",32,"Summer","found on the ground","Non-selasphorus spp.","889_ANHU","Non-Selasphorus",1995-07-03
"2314","4/8/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2654_ANHU","Selasphorus",2004-04-08
"2315","6/3/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4744_ANHU","Selasphorus",2013-06-03
"2316","4/9/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1787_ANHU","Non-Selasphorus",2000-04-09
"2317","6/16/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5053_ANHU","Non-Selasphorus",2014-06-16
"2318","3/20/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","4650_ANHU","Selasphorus",2013-03-20
"2319","4/16/2002","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2218_ANHU","Selasphorus",2002-04-16
"2320","6/4/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3510_ANHU","Non-Selasphorus",2008-06-04
"2321","4/15/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3253_ANHU","Non-Selasphorus",2007-04-15
"2322","5/27/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2702_ANHU","Non-Selasphorus",2004-05-27
"2323","7/2/2010","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","4012_ANHU","Selasphorus",2010-07-02
"2324","3/19/2016","Released","Santa Barbara","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6852_ALHU","Selasphorus",2016-03-19
"2325","4/21/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4182_ANHU","Non-Selasphorus",2011-04-21
"2326","4/4/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4936_ANHU","Non-Selasphorus",2014-04-04
"2327","2/1/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2150_ANHU","Non-Selasphorus",2002-02-01
"2328","10/15/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3824_ANHU","Non-Selasphorus",2009-10-15
"2329","6/5/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","window hit","Selasphorus spp.","5838_ALHU","Selasphorus",2013-06-05
"2330","4/4/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6380_ANHU","Non-Selasphorus",2015-04-04
"2331","8/11/2008","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3563_BCHU","Selasphorus",2008-08-11
"2332","1/17/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","199_ANHU","Non-Selasphorus",1992-01-17
"2333","6/1/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Summer","caught by domestic animal","Non-selasphorus spp.","1839_ANHU","Non-Selasphorus",2000-06-01
"2334","2/27/2013","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","5917_ANHU","Non-Selasphorus",2013-02-27
"2335","6/15/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2720_ANHU","Non-Selasphorus",2004-06-15
"2336","2/26/2000","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1747_ANHU","Selasphorus",2000-02-26
"2337","3/29/2005","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2831_ANHU","Selasphorus",2005-03-29
"2338","8/5/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5427_ANHU","Non-Selasphorus",2015-08-05
"2339","5/31/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3971_ANHU","Non-Selasphorus",2010-05-31
"2340","11/23/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","556_ANHU","Non-Selasphorus",1993-11-23
"2341","1/7/2010","Died","Lindsey","No","ANHU","Male","adult-like",1,"Winter","window hit","Non-selasphorus spp.","3843_ANHU","Non-Selasphorus",2010-01-07
"2342","6/1/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1064_ANHU","Selasphorus",1996-06-01
"2343","4/21/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6275_ALHU","Selasphorus",2014-04-21
"2344","2/2/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3854_ANHU","Non-Selasphorus",2010-02-02
"2345","3/17/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6369_ALHU","Selasphorus",2015-03-17
"2346","5/17/1999","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",1,"Spring","nest-related","Selasphorus spp.","1636_ALHU","Selasphorus",1999-05-17
"2347","2/24/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3624_ANHU","Non-Selasphorus",2009-02-24
"2348","11/23/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2132_ANHU","Non-Selasphorus",2001-11-23
"2349","6/3/2005","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2902_ANHU","Non-Selasphorus",2005-06-03
"2350","7/9/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",3,"Summer","found on the ground","Non-selasphorus spp.","3783_ANHU","Non-Selasphorus",2009-07-09
"2351","11/13/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1928_ANHU","Non-Selasphorus",2000-11-13
"2352","6/20/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","5998_ALHU","Selasphorus",2013-06-20
"2353","1/20/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2990_ANHU","Non-Selasphorus",2006-01-20
"2354","4/6/2013","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5928_ANHU","Non-Selasphorus",2013-04-06
"2355","5/7/2012","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","4461_ALHU","Selasphorus",2012-05-07
"2356","4/12/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4427_ANHU","Non-Selasphorus",2012-04-12
"2357","4/11/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","433_ANHU","Non-Selasphorus",1993-04-11
"2358","2/9/2010","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3857_ANHU","Non-Selasphorus",2010-02-09
"2359","9/30/2013","Died","malibu","Yes","ANHU","Male","adult-like",3,"Fall","unknown","Non-selasphorus spp.","5896_ANHU","Non-Selasphorus",2013-09-30
"2360","7/5/2009","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3778_ANHU","Non-Selasphorus",2009-07-05
"2361","6/10/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5967_ALHU","Selasphorus",2013-06-10
"2362","7/17/1995","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",2,"Summer","found on the ground","Selasphorus spp.","900_ALHU","Selasphorus",1995-07-17
"2363","6/4/1992","Died","Lindsey","Yes","BCHU","Female-like ","adult-like",4,"Summer","nest-related","Non-selasphorus spp.","301_BCHU","Non-Selasphorus",1992-06-04
"2364","5/23/1991","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",5,"Spring","unknown","Non-selasphorus spp.","99_ANHU","Non-Selasphorus",1991-05-23
"2365","3/25/2007","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","3234_RUHU","Selasphorus",2007-03-25
"2366","11/29/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2355_ANHU","Non-Selasphorus",2002-11-29
"2367","4/21/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1602_ANHU","Non-Selasphorus",1999-04-21
"2368","8/7/2013","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","suspect torpor-like state","Non-selasphorus spp.","4801_ANHU","Non-Selasphorus",2013-08-07
"2369","10/15/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5116_ANHU","Non-Selasphorus",2014-10-15
"2370","1/9/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Winter","unknown","Selasphorus spp.","6027_ALHU","Selasphorus",2014-01-09
"2371","4/14/2013","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","4692_ANHU","Selasphorus",2013-04-14
"2372","5/9/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","4201_ANHU","Non-Selasphorus",2011-05-09
"2373","4/15/2013","Died","malibu","No","Selasphorus","unknown","Nestling",1,"Spring","unknown","Selasphorus spp.","5774_ALHU","Selasphorus",2013-04-15
"2374","12/12/2011","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4334_ANHU","Non-Selasphorus",2011-12-12
"2375","11/26/2010","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Fall","unknown","Non-selasphorus spp.","4076_ANHU","Non-Selasphorus",2010-11-26
"2376","2/1/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4868_ANHU","Non-Selasphorus",2014-02-01
"2377","5/21/2016","Died","Santa Barbara","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6876_ANHU","Non-Selasphorus",2016-05-21
"2378","4/4/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","418_ANHU","Non-Selasphorus",1993-04-04
"2379","6/22/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2522_ANHU","Non-Selasphorus",2003-06-22
"2380","6/21/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5058_ANHU","Non-Selasphorus",2014-06-21
"2381","4/17/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6395_ALHU","Selasphorus",2015-04-17
"2382","6/14/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5381_ANHU","Non-Selasphorus",2015-06-14
"2383","4/17/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","621_ANHU","Non-Selasphorus",1994-04-17
"2384","5/30/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",21,"Spring","found on the ground","Non-selasphorus spp.","1056_ANHU","Non-Selasphorus",1996-05-30
"2385","3/20/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4651_ANHU","Non-Selasphorus",2013-03-20
"2386","7/5/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","2086_ANHU","Non-Selasphorus",2001-07-05
"2387","4/13/2011","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","4169_ANHU","Non-Selasphorus",2011-04-13
"2388","2/5/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","204_ANHU","Non-Selasphorus",1992-02-05
"2389","3/12/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2634_ANHU","Selasphorus",2004-03-12
"2390","5/11/1998","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","1411_ANHU","Selasphorus",1998-05-11
"2391","4/16/2000","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1795_ANHU","Selasphorus",2000-04-16
"2392","2/11/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2797_ANHU","Non-Selasphorus",2005-02-11
"2393","5/13/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","640_ANHU","Non-Selasphorus",1994-05-13
"2394","5/19/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5325_ANHU","Non-Selasphorus",2015-05-19
"2395","6/24/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","3766_ANHU","Selasphorus",2009-06-24
"2396","3/21/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4652_ANHU","Non-Selasphorus",2013-03-21
"2397","4/12/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","3468_ANHU","Selasphorus",2008-04-12
"2398","3/20/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2640_ANHU","Non-Selasphorus",2004-03-20
"2399","11/8/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2346_ANHU","Non-Selasphorus",2002-11-08
"2400","3/23/1994","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","593_ANHU","Selasphorus",1994-03-23
"2401","6/30/2010","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","4009_ANHU","Selasphorus",2010-06-30
"2402","4/6/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","60_ANHU","Non-Selasphorus",1991-04-06
"2403","6/30/2006","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3130_ANHU","Non-Selasphorus",2006-06-30
"2404","2/9/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2605_ANHU","Non-Selasphorus",2004-02-09
"2405","3/17/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3028_ANHU","Non-Selasphorus",2006-03-17
"2406","5/5/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","89_ANHU","Non-Selasphorus",1991-05-05
"2407","3/4/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5751_ALHU","Selasphorus",2013-03-04
"2408","1/24/2009","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3606_ANHU","Non-Selasphorus",2009-01-24
"2409","5/26/2001","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2050_ANHU","Selasphorus",2001-05-26
"2410","4/16/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5276_ANHU","Non-Selasphorus",2015-04-16
"2411","2/20/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5497_ANHU","Non-Selasphorus",2016-02-20
"2412","3/26/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","5761_ALHU","Selasphorus",2013-03-26
"2413","1/27/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2788_ANHU","Non-Selasphorus",2005-01-27
"2414","5/27/2012","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","4481_ALHU","Selasphorus",2012-05-27
"2415","3/20/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2180_ANHU","Selasphorus",2002-03-20
"2416","4/26/2012","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4444_ANHU","Non-Selasphorus",2012-04-26
"2417","5/16/2014","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6228_ALHU","Selasphorus",2014-05-16
"2418","6/1/2007","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3304_ANHU","Selasphorus",2007-06-01
"2419","6/4/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2904_ANHU","Non-Selasphorus",2005-06-04
"2420","6/9/2010","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","3980_ALHU","Selasphorus",2010-06-09
"2421","6/7/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","4748_ANHU","Selasphorus",2013-06-07
